,paper1,paper2,pub1,pub2,stack1,stack2,comp1,comp2,pos1b,pos2b
206,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
207,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
208,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
209,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
210,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I79160[""publication: Fully hardware-implemented memristor convolutional neural network""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I11681[""TiN/TaOx/HfOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
211,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
212,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
213,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
214,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
215,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
216,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
217,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
218,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
219,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
220,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
221,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
222,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
223,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
224,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
225,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
226,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I42033[""publication: A compute-in-memory chip based on resistive random-access memory""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I57709[""TiN/HfO2/TaOx/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
227,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
228,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
229,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
230,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
231,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
232,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
233,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
234,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
235,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
236,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
237,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
238,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
239,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
240,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
241,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
242,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I76087[""publication: In-memory and error-immune differential RRAM implementation of binarized deep neural networks""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
243,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
244,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
245,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
246,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
247,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
248,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
249,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
250,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
251,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
252,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
253,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
254,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
255,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
256,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
257,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
258,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I28976[""publication: Digital biologically plausible implementation of binarized neural networks with differential hafnium oxide resistive memory arrays""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
259,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
260,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
261,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
262,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
263,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
264,"<Item I18540[""publication: Recommended Methods to Study Resistive Switching Devices""]>","<Item I47520[""publication: Hardware implementation of memristorbased artificial neural networks""]>","<Item I13184[""publication: No title given 25631219101""]>","<Item I34380[""publication: A 43pJ/Cycle Non-Volatile Microcontroller with 4.7μs Shutdown/Wake-up Integrating 2.3-bit/Cell Resistive RAM and Resilience Techniques""]>","<Item I76227[""TiN/Hf/HfOx/TiN""]>","<Item I86221[""TiN/HfO2/Ti/TiN""]>","<Item I6118[""TiN""]>","<Item I6118[""TiN""]>",3,3
